t,policy,task_difficulty,chosen_agent,match_score,load,latency_ms,call_cost,success,fallback_used,total_cost_this_task,total_latency_this_task,reward_used_for_update
236,linucb,simple,B,0.95,0.7829425760094022,575.8349604358604,0.1,1,0,0.1,575.8349604358604,0.877684114835141
237,linucb,simple,B,0.95,0.9889894668882739,658.1088502840648,0.1,1,0,0.1,658.1088502840648,0.8702734686060748
238,linucb,simple,B,0.95,1.0,808.0966704333123,0.1,1,0,0.1,808.0966704333123,0.857870407030203
239,linucb,simple,B,0.95,1.0,717.8029827260298,0.1,1,0,0.1,717.8029827260298,0.8651832246531371
240,linucb,simple,B,0.95,1.0,661.3454106580479,0.1,1,0,0.1,661.3454106580479,0.8699917037202926
241,linucb,simple,B,0.95,1.0,684.5107326051674,0.1,1,0,0.1,684.5107326051674,0.8679948092941884
242,linucb,simple,B,0.95,1.0,661.934149102939,0.1,0,0,0.1,661.934149102939,0.0
243,linucb,simple,A,0.8,0.5388215834017742,1214.2066219338083,1.0,1,0,1.0,1214.2066219338083,0.6941663308566594
244,linucb,simple,D,0.85,0.4150741079168632,477.95210475052494,0.22,1,0,0.22,477.95210475052494,0.86922964613437
245,linucb,simple,D,0.85,0.6652652149668397,591.4571191741858,0.22,1,0,0.22,591.4571191741858,0.858238139113549
246,linucb,simple,A,0.8,0.6671918220839739,1257.519577029215,1.0,1,0,1.0,1257.519577029215,0.6914112502710728
247,linucb,simple,D,0.85,0.8151813824703207,751.3643129132703,0.22,1,0,0.22,751.3643129132703,0.8444141677914392
248,linucb,simple,D,0.85,1.0,820.132828541334,0.22,1,0,0.22,820.132828541334,0.8389271435048523
249,linucb,hard,C,0.75,0.3687925063180398,592.9208293774392,0.35,0,0,0.35,592.9208293774392,0.0
250,linucb,simple,D,0.85,1.0,800.4268681348042,0.22,1,0,0.22,800.4268681348042,0.8404751512046108
251,linucb,hard,E,0.9,0.3278032544927233,699.0379496109906,0.6,1,0,0.6,699.0379496109906,0.7917597403917777
252,linucb,simple,A,0.8,0.609846608844661,1283.6409433964754,1.0,1,0,1.0,1283.6409433964754,0.6897726026301072
253,linucb,simple,B,0.95,0.5450808588882738,475.2694468608968,0.1,1,0,0.1,475.2694468608968,0.8875044158065714
254,linucb,simple,B,0.95,0.7796711558216809,589.762860737751,0.1,1,0,0.1,589.762860737751,0.8763940277205944
255,linucb,simple,B,0.95,0.9861106171230791,637.2472881252779,0.1,1,0,0.1,637.2472881252779,0.87210648485185
256,linucb,hard,C,0.75,0.4507164974562824,689.8632269114174,0.35,1,0,0.35,689.8632269114174,0.8300382422308079
257,linucb,hard,A,0.95,0.6218355198395729,1178.2203946686443,1.0,1,0,1.0,1178.2203946686443,0.6964929711922841
258,linucb,simple,B,0.95,0.972006774472099,605.2497356857746,0.1,1,0,0.1,605.2497356857746,0.8749772990982521
259,linucb,simple,B,0.95,1.0,648.707304472638,0.1,1,0,0.1,648.707304472638,0.8710958908140151
260,linucb,simple,B,0.95,1.0,706.3417903548992,0.1,1,0,0.1,706.3417903548992,0.8661436337123753
261,linucb,simple,B,0.95,1.0,676.4103600662245,0.1,1,0,0.1,676.4103600662245,0.8686891784857295
262,linucb,simple,B,0.95,1.0,585.3947145610776,0.1,1,0,0.1,585.3947145610776,0.8767969765153415
263,linucb,simple,B,0.95,1.0,662.1418729087866,0.1,1,0,0.1,662.1418729087866,0.8699224719670442
264,linucb,simple,B,0.95,1.0,756.3563717963993,0.1,1,0,0.1,756.3563717963993,0.8620076122846296
265,linucb,simple,A,0.8,0.5236335216847042,1141.617464383788,1.0,1,0,1.0,1141.617464383788,0.698896230067957
266,linucb,hard,E,0.9,0.34817850763379493,982.4564668433054,0.6,1,0,0.6,982.4564668433054,0.769824647898191
267,linucb,simple,D,0.85,0.4138165524602472,495.03857216876935,0.22,1,0,0.22,495.03857216876935,0.8674973797160327
268,linucb,simple,A,0.8,0.6568415832895187,1312.346799858937,1.0,1,0,1.0,1312.346799858937,0.6879909385337389
269,linucb,simple,B,0.95,0.8277319167999999,508.6932218364325,0.1,1,0,0.1,508.6932218364325,0.8841344239260557
270,linucb,hard,C,0.75,0.37527675073580696,726.3963375122079,0.35,1,0,0.35,726.3963375122079,0.8269681504736439
271,linucb,simple,D,0.85,0.5481638664016067,518.8131833735943,0.22,1,0,0.22,518.8131833735943,0.8651360531519031
272,linucb,hard,A,0.95,0.6939048497537779,1319.5222591757051,1.0,1,0,1.0,1319.5222591757051,0.6875486374833559
273,linucb,simple,B,0.95,0.796386989828866,529.4518231250761,0.1,1,0,0.1,529.4518231250761,0.882096956009545
274,linucb,simple,B,0.95,1.0,591.5387435372039,0.1,1,0,0.1,591.5387435372039,0.8762306345024294
275,linucb,simple,B,0.95,1.0,717.8653222973837,0.1,1,0,0.1,717.8653222973837,0.8651780218576421
276,linucb,hard,E,0.9,0.39696805420150894,881.5015414826148,0.6,1,0,0.6,881.5015414826148,0.7772218736777315
277,linucb,simple,B,0.95,1.0,718.2674219837954,0.1,1,0,0.1,718.2674219837954,0.8651444684644221
278,linucb,simple,B,0.95,1.0,736.6266059718891,0.1,1,0,0.1,736.6266059718891,0.8636223574152233
279,linucb,simple,D,0.85,0.4971386516089037,522.2466400704932,0.22,1,0,0.22,522.2466400704932,0.8647995459823692
280,linucb,simple,A,0.8,0.5495521409014523,1319.3942215358531,1.0,1,0,1.0,1319.3942215358531,0.6875565192729574
281,linucb,simple,B,0.95,0.9814719999999999,500.8817453878153,0.1,0,0,0.1,500.8817453878153,0.0
282,linucb,hard,C,0.75,0.3809363705841963,586.8052042700116,0.35,1,0,0.35,586.8052042700116,0.8391666990930294
283,linucb,simple,D,0.85,0.598131742646516,498.9309589257692,0.22,1,0,0.22,498.9309589257692,0.8671069613110334
284,linucb,simple,A,0.8,0.6295638689766672,1427.7566581733888,1.0,1,0,1.0,1427.7566581733888,0.6810173583959944
285,linucb,hard,E,0.9,0.42563180743144713,763.2688951996306,0.6,1,0,0.6,763.2688951996306,0.7864468620228826
286,linucb,simple,D,0.85,0.7076100349248066,538.78646175018,0.22,1,0,0.22,538.78646175018,0.863193789997883
287,linucb,hard,C,0.75,0.5010322810272331,681.7208367962199,0.35,1,0,0.35,681.7208367962199,0.8307334948029855
288,linucb,simple,D,0.85,0.8479732110457703,793.6040568080126,0.22,1,0,0.22,793.6040568080126,0.8410155520067645
289,linucb,hard,A,0.95,0.6322409473230806,1195.4751939666533,1.0,1,0,1.0,1195.4751939666533,0.6953730169752605
290,linucb,simple,B,0.95,0.6106146703703408,467.38902770323114,0.1,1,0,0.1,467.38902770323114,0.8883160791337844
291,linucb,simple,B,0.95,0.8373409099258999,539.9807315533205,0.1,1,0,0.1,539.9807315533205,0.8810788056695535
292,linucb,hard,A,0.95,0.7308545028541543,1374.3339511205786,1.0,1,0,1.0,1374.3339511205786,0.6842089296059297
293,linucb,simple,B,0.95,0.9484368006466168,600.1718285707445,0.1,1,0,0.1,600.1718285707445,0.8754398038911262
294,linucb,simple,B,0.95,1.0,653.6069331413709,0.1,1,0,0.1,653.6069331413709,0.8706665461781748
295,linucb,simple,B,0.95,1.0,762.1617646042673,0.1,1,0,0.1,762.1617646042673,0.861536502187548
296,linucb,simple,B,0.95,1.0,624.4127831415975,0.1,1,0,0.1,624.4127831415975,0.8732491357401119
297,linucb,simple,B,0.95,1.0,715.9538497345764,0.1,1,0,0.1,715.9538497345764,0.865337654232037
298,linucb,hard,C,0.75,0.42279342176490525,682.8967797206382,0.35,0,0,0.35,682.8967797206382,0.0
299,linucb,hard,A,0.95,0.5986823998135629,1374.5570170564736,1.0,1,0,1.0,1374.5570170564736,0.6841954755106802
300,linucb,simple,D,0.85,0.4828833625320635,552.9488616726771,0.22,0,0,0.22,552.9488616726771,0.0
301,linucb,simple,B,0.95,0.8996953599999999,608.8696384531162,0.1,1,0,0.1,608.8696384531162,0.8746487754075093
302,linucb,simple,B,0.95,1.0,666.0939227601457,0.1,1,0,0.1,666.0939227601457,0.8695795578972125
303,linucb,hard,E,0.9,0.3426306715465586,860.0264159774156,0.6,1,0,0.6,860.0264159774156,0.778849215330032
304,linucb,simple,A,0.8,0.6159438104080355,1203.009609812937,1.0,1,0,1.0,1203.009609812937,0.6948865183284871
305,linucb,hard,C,0.75,0.4727853537810518,648.2438258201526,0.35,1,0,0.35,648.2438258201526,0.8336365883332005
306,linucb,simple,D,0.85,0.5242530069998902,505.8575014013934,0.22,0,0,0.22,505.8575014013934,0.0
307,linucb,simple,B,0.95,0.8277319167999999,559.0392675104042,0.1,1,0,0.1,559.0392675104042,0.8792607672138288
308,linucb,simple,B,0.95,1.0,630.7748998120081,0.1,1,0,0.1,630.7748998120081,0.8726812660495135
309,linucb,simple,B,0.95,1.0,743.6960071283746,0.1,1,0,0.1,743.6960071283746,0.8630413178877063
310,linucb,simple,B,0.95,1.0,671.6805986994799,0.1,1,0,0.1,671.6805986994799,0.869096540284642
311,linucb,simple,B,0.95,1.0,772.9181438256352,0.1,1,0,0.1,772.9181438256352,0.860668335181609
312,linucb,simple,A,0.8,0.521514659563001,1105.838329255958,1.0,1,0,1.0,1105.838329255958,0.7012829310902102
313,linucb,simple,B,0.95,1.0,775.8392130310347,0.1,0,0,0.1,775.8392130310347,0.0
314,linucb,hard,C,0.75,0.4496263437170152,665.2980033609629,0.35,1,0,0.35,665.2980033609629,0.832148536779028
315,linucb,hard,E,0.9,0.37389555295240506,914.5046367608285,0.6,1,0,0.6,914.5046367608285,0.7747591306770895
316,linucb,simple,A,0.8,0.6127499215119113,1270.8109404703728,1.0,1,0,1.0,1270.8109404703728,0.690575350684383
317,linucb,simple,D,0.85,0.4284843772302933,510.014488320323,0.22,1,0,0.22,510.014488320323,0.8660035160690904
318,linucb,hard,C,0.75,0.5696388320608592,564.18276227266,0.35,0,0,0.35,564.18276227266,0.0
319,linucb,simple,A,0.8,0.7175719145125652,1408.7207692819195,1.0,1,0,1.0,1408.7207692819195,0.6821476381291035
320,linucb,simple,B,0.95,0.70867559636992,510.1344575288761,0.1,1,0,0.1,510.1344575288761,0.883991638214564
321,linucb,simple,D,0.85,0.5569600928574966,563.9575059410383,0.22,1,0,0.22,563.9575059410383,0.8607966567436751
322,linucb,hard,C,0.75,0.6416097644627166,730.5192080190751,0.35,0,0,0.35,730.5192080190751,0.0
323,linucb,simple,A,0.8,0.730324547599502,1196.8992542886028,1.0,1,0,1.0,1196.8992542886028,0.6952809478901448
324,linucb,simple,B,0.95,0.7249894668882739,581.9914869086156,0.1,1,0,0.1,581.9914869086156,0.8771119573902079
325,linucb,simple,B,0.95,0.937990730861681,705.8981217167172,0.1,1,0,0.1,705.8981217167172,0.8661809677099904
326,linucb,simple,B,0.95,1.0,836.0727828666871,0.1,1,0,0.1,836.0727828666871,0.8556885323827242
327,linucb,hard,E,0.9,0.38063848606183176,905.8053300222313,0.6,1,0,0.6,905.8053300222313,0.7754039131310103
328,linucb,simple,B,0.95,1.0,686.1391443477253,0.1,1,0,0.1,686.1391443477253,0.8678557176514597
329,linucb,simple,B,0.95,1.0,695.6288755734118,0.1,1,0,0.1,695.6288755734118,0.8670484103054638
330,linucb,simple,B,0.95,1.0,719.730083496881,0.1,1,0,0.1,719.730083496881,0.8650224951503923
331,linucb,simple,A,0.8,0.5626499216297602,1210.0668622461296,1.0,1,0,1.0,1210.0668622461296,0.694432210130366
332,linucb,hard,C,0.75,0.47868894562002917,708.6446949020607,0.35,0,0,0.35,708.6446949020607,0.0
333,linucb,simple,D,0.85,0.42012022697312706,550.0890460059442,0.22,1,0,0.22,550.0890460059442,0.8621106253230629
334,linucb,simple,A,0.8,0.683430167392876,1479.353400703436,1.0,1,0,1.0,1479.353400703436,0.6779910815856668
335,linucb,hard,C,0.75,0.6262131131495725,779.72739742244,0.35,0,0,0.35,779.72739742244,0.0
336,linucb,hard,C,0.75,0.8510675395716238,875.6373579166334,0.35,0,0,0.35,875.6373579166334,0.0
337,linucb,simple,B,0.95,0.70867559636992,506.67316412062206,0.1,1,0,0.1,506.67316412062206,0.8843348954085258
338,linucb,simple,D,0.85,0.5217108526669794,517.501797579027,0.22,1,0,0.22,517.501797579027,0.8652648735608957
339,linucb,hard,C,0.75,0.8799786983269535,887.2326963588441,0.35,0,0,0.35,887.2326963588441,0.0
340,linucb,simple,A,0.8,0.6173877627687248,1212.0037645442658,1.0,1,0,1.0,1212.0037645442658,0.6943077545576359
341,linucb,hard,C,0.75,0.9814555039843929,1038.4558520926707,0.35,1,0,0.35,1038.4558520926707,0.8033850561466528
342,linucb,hard,C,0.75,1.0,1076.9810170345258,0.35,1,0,0.35,1076.9810170345258,0.8007361749589139
343,linucb,hard,C,0.75,1.0,1228.090050686565,0.35,1,0,0.35,1228.090050686565,0.7907779498164623
344,linucb,simple,B,0.95,0.5896184219792857,479.06695959632066,0.1,1,0,0.1,479.06695959632066,0.8871156846480172
345,linucb,simple,A,0.8,0.6258152274548028,1215.903439786374,1.0,1,0,1.0,1215.903439786374,0.6940574823990343
346,linucb,simple,D,0.85,0.4876252345847768,471.32363239884853,0.22,1,0,0.22,471.32363239884853,0.8699099765785537
347,linucb,hard,E,0.9,0.32952338434516676,731.9433111704923,0.6,1,0,0.6,731.9433111704923,0.7890088175799168
348,linucb,hard,C,0.75,0.8277319167999999,947.7549259421296,0.35,1,0,0.35,947.7549259421296,0.8098224836117291
349,linucb,simple,B,0.95,0.6111604600117198,487.38163771162965,0.1,1,0,0.1,487.38163771162965,0.886269899451927
350,linucb,hard,A,0.95,0.630262669547351,1309.4852201501196,1.0,1,0,1.0,1309.4852201501196,0.6881676657679239
351,linucb,simple,B,0.95,0.7732826602330758,593.9091245352263,0.1,1,0,0.1,593.9091245352263,0.8760129251208909
352,linucb,simple,B,0.95,0.9804887410051066,484.7177248449644,0.1,1,0,0.1,484.7177248449644,0.8865400868530787
353,linucb,simple,B,0.95,1.0,736.0034316507135,0.1,1,0,0.1,736.0034316507135,0.8636737100500709
354,linucb,simple,B,0.95,1.0,639.8504509096198,0.1,0,0,0.1,639.8504509096198,0.0
355,linucb,simple,D,0.85,0.4543228451803114,477.37250698809464,0.22,1,0,0.22,477.37250698809464,0.869288945662418
356,linucb,simple,A,0.8,0.5926965594851835,1288.460502497965,1.0,1,0,1.0,1288.460502497965,0.689472089498557
357,linucb,simple,D,0.85,0.6518276113076331,539.9179394848608,0.22,1,0,0.22,539.9179394848608,0.8630848481226283
358,linucb,simple,D,0.85,0.8736082979507171,719.0016858750001,0.22,1,0,0.22,719.0016858750001,0.8470832217014649
359,linucb,hard,E,0.9,0.3710686891719941,912.5597674756958,0.6,1,0,0.6,912.5597674756958,0.7749030150243392
360,linucb,hard,A,0.95,0.6554373766112286,1246.0908046585455,1.0,1,0,1.0,1246.0908046585455,0.6921335498176674
361,linucb,simple,B,0.95,0.70867559636992,504.30647308569877,0.1,1,0,0.1,504.30647308569877,0.8845702760049895
362,linucb,simple,B,0.95,0.9236345248055295,642.3790572190095,0.1,1,0,0.1,642.3790572190095,0.8716528291293506
363,linucb,simple,B,0.95,1.0,666.211864599318,0.1,1,0,0.1,666.211864599318,0.8695693398962547
364,linucb,simple,B,0.95,1.0,707.5820005291021,0.1,1,0,0.1,707.5820005291021,0.8660393341873792
365,linucb,hard,C,0.75,0.3942095931314882,607.9606688705807,0.35,1,0,0.35,607.9606688705807,0.8372311767659979
366,linucb,hard,A,0.95,0.6043877963292383,1259.9778153359296,1.0,1,0,1.0,1259.9778153359296,0.6912563188447534
367,linucb,simple,D,0.85,0.5764781404877128,573.9953735751859,0.22,1,0,0.22,573.9953735751859,0.859855669905012
368,linucb,simple,B,0.95,0.8996953599999999,516.2012910566995,0.1,1,0,0.1,516.2012910566995,0.8833927865693877
369,linucb,hard,E,0.9,0.40334299210092983,885.229734976445,0.6,1,0,0.6,885.229734976445,0.7769413862257355
370,linucb,simple,A,0.8,0.6624485570992693,1326.5221070263306,1.0,1,0,1.0,1326.5221070263306,0.6871183185851564
371,linucb,simple,B,0.95,0.9131171963699201,655.9735786067009,0.1,1,0,0.1,655.9735786067009,0.870459738204708
372,linucb,simple,B,0.95,1.0,729.4829503426159,0.1,1,0,0.1,729.4829503426159,0.8642123391779925
373,linucb,simple,B,0.95,1.0,801.6457428995885,0.1,1,0,0.1,801.6457428995885,0.8583788530379235
374,linucb,simple,B,0.95,1.0,639.2343893584895,0.1,1,0,0.1,639.2343893584895,0.8719306063199692
375,linucb,simple,B,0.95,1.0,787.130669067667,0.1,1,0,0.1,787.130669067667,0.8595304284642952
376,linucb,simple,D,0.85,0.4824428690612651,539.1212879326665,0.22,1,0,0.22,539.1212879326665,0.8631615400795383
377,linucb,simple,A,0.8,0.5707265591369368,1224.0112079940773,1.0,1,0,1.0,1224.0112079940773,0.6935384259318552
378,linucb,simple,D,0.85,0.6736037578010436,654.4515755137105,0.22,1,0,0.22,654.4515755137105,0.8525926946813526
379,linucb,simple,D,0.85,0.8927713068649183,612.7866603297514,0.22,1,0,0.22,612.7866603297514,0.8562943849364675
380,linucb,simple,D,0.85,1.0,734.7259173897269,0.22,1,0,0.22,734.7259173897269,0.8457790515307088
381,linucb,simple,D,0.85,1.0,914.3833406938747,0.22,1,0,0.22,914.3833406938747,0.8317680998659063
382,linucb,simple,D,0.85,1.0,864.1113198336737,0.22,1,0,0.22,864.1113198336737,0.8355381180848476
383,linucb,simple,A,0.8,0.5650477464993637,1089.2904043323,1.0,1,0,1.0,1089.2904043323,0.7023998371049476
384,linucb,simple,B,0.95,0.6164783818288659,471.89557234942646,0.1,1,0,0.1,471.89557234942646,0.8878510862284682
385,linucb,simple,B,0.95,0.842500976009402,588.9630382687011,0.1,0,0,0.1,588.9630382687011,0.0
386,linucb,hard,C,0.75,0.326906877643582,546.6680277984744,0.35,1,0,0.35,546.6680277984744,0.8429372888838019
387,linucb,simple,A,0.8,0.6388565117541247,1390.1758333465432,1.0,1,0,1.0,1390.1758333465432,0.6832561345448329
388,linucb,simple,A,0.8,0.8621937303436298,1476.802594169043,1.0,0,0,1.0,1476.802594169043,0.0
389,linucb,simple,B,0.95,0.8052439261083097,530.9199747809498,0.1,1,0,0.1,530.9199747809498,0.8819543814826705
390,linucb,hard,E,0.9,0.3275302801503262,754.9941462400031,0.6,1,0,0.6,754.9941462400031,0.7871184190987109
391,linucb,simple,D,0.85,0.6164783818288659,590.3998755619436,0.22,1,0,0.22,590.3998755619436,0.858335389793922
392,linucb,simple,B,0.95,0.848751188812882,619.5033707020015,0.1,0,0,0.1,619.5033707020015,0.0
393,linucb,simple,B,0.95,1.0,692.0835509399864,0.1,1,0,0.1,692.0835509399864,0.867349368812574
394,linucb,hard,C,0.75,0.41756699959700905,650.8283296850324,0.35,0,0,0.35,650.8283296850324,0.0
395,linucb,simple,B,0.95,1.0,622.2073401869638,0.1,0,0,0.1,622.2073401869638,0.0
396,linucb,simple,B,0.95,1.0,834.4818393300989,0.1,1,0,0.1,834.4818393300989,0.8558116228656696
397,linucb,hard,A,0.95,0.5728656766021456,1137.3832286655131,1.0,1,0,1.0,1137.3832286655131,0.6991767107728045
398,linucb,simple,D,0.85,0.551939670343075,499.2723732075331,0.22,1,0,0.22,499.2723732075331,0.8670727891705634
399,linucb,hard,E,0.9,0.40365625306193037,724.9985536485946,0.6,1,0,0.6,724.9985536485946,0.7895841743250834
400,linucb,simple,D,0.85,0.7274220807136773,609.0370979988161,0.22,1,0,0.22,609.0370979988161,0.8566336013092013
401,linucb,simple,D,0.85,0.940131431028036,686.226897794069,0.22,1,0,0.22,686.226897794069,0.8498482268342412
402,linucb,simple,D,0.85,1.0,785.1580106925292,0.22,1,0,0.22,785.1580106925292,0.8416877491469785
403,linucb,simple,D,0.85,1.0,838.7651077926822,0.22,1,0,0.22,838.7651077926822,0.8374804950756309
404,linucb,simple,D,0.85,1.0,823.3300000102521,0.22,0,0,0.22,823.3300000102521,0.0
405,linucb,simple,A,0.8,0.5060222753822109,1200.1371270048503,1.0,1,0,1.0,1200.1371270048503,0.6950718148944582
406,linucb,hard,C,0.75,0.39005715743607833,549.2292111175885,0.35,1,0,0.35,549.2292111175885,0.8426926327858972
407,linucb,hard,E,0.9,0.4451687247547079,759.8014697392478,0.6,1,0,0.6,759.8014697392478,0.7867278239228943
408,linucb,simple,B,0.95,0.515671155821681,451.9716378334548,0.1,0,0,0.1,451.9716378334548,0.0
409,linucb,simple,A,0.8,0.6034592106033541,1235.7932701495831,1.0,1,0,1.0,1235.7932701495831,0.6927871970767276
410,linucb,simple,A,0.8,0.8310441053309516,1385.7020495433783,1.0,1,0,1.0,1385.7020495433783,0.6835246535042874
411,linucb,simple,A,0.8,1.0,1803.412798377602,1.0,1,0,1.0,1803.412798377602,0.6600835552998318
412,linucb,simple,A,0.8,1.0,1987.0171240650968,1.0,1,0,1.0,1987.0171240650968,0.6506502006991179
413,linucb,simple,A,0.8,1.0,1658.2322446048458,1.0,1,0,1.0,1658.2322446048458,0.6678883724412499
414,linucb,hard,C,0.75,0.44027802046151965,696.023758194428,0.35,1,0,0.35,696.023758194428,0.829514936691594
415,linucb,simple,B,0.95,0.5107422171361914,458.9860737943539,0.1,0,0,0.1,458.9860737943539,0.0
416,linucb,simple,D,0.85,0.515671155821681,552.9955986255227,0.22,1,0,0.22,552.9955986255227,0.8618338839144924
417,linucb,simple,A,0.8,0.8996953599999999,1419.0060661741084,1.0,1,0,1.0,1419.0060661741084,0.6815359939824469
418,linucb,simple,A,0.8,1.0,1806.1605441509007,1.0,1,0,1.0,1806.1605441509007,0.6599389285439597
419,linucb,hard,E,0.9,0.39601005340351164,927.5891672096192,0.6,1,0,0.6,927.5891672096192,0.7737950685760887
420,linucb,hard,A,0.95,1.0,1922.8393406905227,1.0,1,0,1.0,1922.8393406905227,0.6538959796082434
421,linucb,simple,A,0.8,1.0,1819.0591319299724,1.0,1,0,1.0,1819.0591319299724,0.6592614809782789
422,linucb,hard,A,0.95,1.0,1919.4303784914384,1.0,1,0,1.0,1919.4303784914384,0.6540698911095367
423,linucb,simple,A,0.8,1.0,1854.9010779160294,1.0,1,0,1.0,1854.9010779160294,0.6573915330045935
424,linucb,simple,A,0.8,1.0,2004.265176326321,1.0,1,0,1.0,2004.265176326321,0.65
425,linucb,simple,A,0.8,1.0,1903.5540027053187,1.0,1,0,1.0,1903.5540027053187,0.6548818817892444
426,linucb,simple,D,0.85,0.44361492019623466,487.67858225421395,0.22,1,0,0.22,487.67858225421395,0.8682398276374312
427,linucb,hard,A,0.95,1.0,1863.9476483961162,1.0,1,0,1.0,1863.9476483961162,0.6569224172309941
428,linucb,simple,B,0.95,0.39693408058108753,334.53008176169544,0.1,1,0,0.1,334.53008176169544,0.9032039020781926
429,linucb,simple,A,0.8,1.0,1701.2177406014507,1.0,1,0,1.0,1701.2177406014507,0.6655430814199993
430,linucb,simple,A,0.8,1.0,2084.069942795267,1.0,1,0,1.0,2084.069942795267,0.65
431,linucb,simple,A,0.8,1.0,1887.0197218522371,1.0,1,0,1.0,1887.0197218522371,0.6557311284918638
432,linucb,simple,A,0.8,1.0,1941.7271947514766,1.0,1,0,1.0,1941.7271947514766,0.6529351784436666
433,linucb,simple,A,0.8,1.0,1879.6307349623564,1.0,1,0,1.0,1879.6307349623564,0.6561118500288191
434,linucb,simple,D,0.85,0.45953924102141575,534.3473193710912,0.22,1,0,0.22,534.3473193710912,0.8636223119458467
435,linucb,simple,A,0.8,1.0,1360.6757422174974,1.0,1,0,1.0,1360.6757422174974,0.6850348071733011
436,linucb,simple,B,0.95,0.4427511994488992,390.91490917719005,0.1,1,0,0.1,390.91490917719005,0.896578858955882
437,linucb,hard,C,0.75,0.3232717190187073,576.692355976341,0.35,1,0,0.35,576.692355976341,0.8401042499931826
438,linucb,hard,E,0.9,0.33490414323952844,757.4528047060173,0.6,1,0,0.6,757.4528047060173,0.786918498164345
439,linucb,hard,A,0.95,0.8996953599999999,1615.575651454922,1.0,0,0,1.0,1615.575651454922,0.0
440,linucb,simple,D,0.85,0.513411901567963,439.27600664458123,0.22,1,0,0.22,439.27600664458123,0.8732688945285951
441,linucb,simple,B,0.95,0.5336539391506667,423.9961190823839,0.1,1,0,0.1,423.9961190823839,0.8929135059759159
442,linucb,simple,A,0.8,0.9131171963699201,1559.0253112561531,1.0,1,0,1.0,1559.0253112561531,0.6734199721794022
443,linucb,simple,D,0.85,0.6498758353853229,673.1600892845645,0.22,1,0,0.22,673.1600892845645,0.8509689619727062
444,linucb,simple,D,0.85,0.8718907351390841,721.6885561657087,0.22,0,0,0.22,721.6885561657087,0.0
445,linucb,simple,D,0.85,1.0,898.2220746102771,0.22,1,0,0.22,898.2220746102771,0.8329685055958654
446,linucb,simple,D,0.85,1.0,942.5989047715746,0.22,1,0,0.22,942.5989047715746,0.8296974942128458
447,linucb,hard,A,0.95,0.78188108830334,1375.2866048398935,1.0,1,0,1.0,1375.2866048398935,0.684151478460621
448,linucb,hard,C,0.75,0.37922771055139354,629.7289150577003,0.35,1,0,0.35,629.7289150577003,0.8352744311613703
449,linucb,simple,B,0.95,0.49192038081704903,436.2138929115559,0.1,1,0,0.1,436.2138929115559,0.8915961571549055
450,linucb,simple,A,0.8,0.8328300690082537,1277.1181095722986,1.0,1,0,1.0,1277.1181095722986,0.6901802196489871
451,linucb,simple,B,0.95,0.6809431429047228,515.6845479760041,0.1,1,0,0.1,515.6845479760041,0.8834436562320203
452,linucb,hard,E,0.9,0.3559342643398055,850.2201001759101,0.6,1,0,0.6,850.2201001759101,0.7795990720757011
453,linucb,simple,B,0.95,0.8273223698654173,620.9535182889607,0.1,1,0,0.1,620.9535182889607,0.8735591171706756
454,linucb,hard,A,0.95,0.7994443280527295,1167.8743614210805,1.0,1,0,1.0,1167.8743614210805,0.6971684351044536
455,linucb,simple,B,0.95,0.9406784432237791,528.9136632579845,0.1,0,0,0.1,528.9136632579845,0.0
456,linucb,hard,C,0.75,0.4363833774772393,730.2952940590328,0.35,1,0,0.35,730.2952940590328,0.8266451040247824
457,linucb,simple,B,0.95,1.0,625.4963577901506,0.1,1,0,0.1,625.4963577901506,0.8731522143455535
458,linucb,simple,B,0.95,1.0,766.2694120349323,0.1,1,0,0.1,766.2694120349323,0.8612042478891192
459,linucb,hard,A,0.95,0.7218922876181549,1297.9642599313916,1.0,1,0,1.0,1297.9642599313916,0.6888811457382227
460,linucb,hard,E,0.9,0.4280062500178517,1013.5081122145148,0.6,1,0,0.6,1013.5081122145148,0.7676266800124044
461,linucb,simple,D,0.85,0.44697385390011257,500.60750204196216,0.22,1,0,0.22,500.60750204196216,0.8669392682375386
462,linucb,simple,B,0.95,0.8996953599999999,712.4852307633998,0.1,1,0,0.1,712.4852307633998,0.8656278733737729
463,linucb,simple,B,0.95,1.0,647.4159031077572,0.1,1,0,0.1,647.4159031077572,0.8712093234831818
464,linucb,simple,B,0.95,1.0,780.7531428971232,0.1,0,0,0.1,780.7531428971232,0.0
465,linucb,simple,B,0.95,1.0,670.7357518929566,0.1,1,0,0.1,670.7357518929566,0.8691780891287874
466,linucb,hard,A,0.95,0.5950197611571952,1059.85665514562,1.0,1,0,1.0,1059.85665514562,0.7044076475122666
467,linucb,simple,D,0.85,0.5075764844368068,569.9881682173461,0.22,1,0,0.22,569.9881682173461,0.8602303256334135
468,linucb,simple,B,0.95,0.9814719999999999,682.254090738995,0.1,1,0,0.1,682.254090738995,0.8681878353304764
469,linucb,simple,B,0.95,1.0,728.1003704920699,0.1,0,0,0.1,728.1003704920699,0.0
470,linucb,simple,B,0.95,1.0,753.5156158675409,0.1,1,0,0.1,753.5156158675409,0.862238799625652
471,linucb,hard,C,0.75,0.36413694676577746,561.0182758244632,0.35,1,0,0.35,561.0182758244632,0.8415737732358541
